directorid,name,rate,gross,num
165740,"Lynch, Paul (I)",5.2,14796236,1
165778,"Lyne, Adrian",30.5,688023619,5
165812,"Lynn, Jonathan (I)",37.7,215407716,6
165862,"Lyon, Francis D.",6.8,0,1
166330,"López, Temístocles",4.5,0,1
166385,"Löwenhielm, Pontus",6.0,0,1
166791,"MacDonald, David (I)",4.9,0,1
166806,"Macdonald, Hettie",7.5,1449934,1
166840,"MacDonald, Peter (I)",8.3,189015611,2
166921,"MacGillivray, Greg",7.1,127990128,1
166993,"Machatý, Gustav",7.7,0,1
167193,"Mackendrick, Alexander",7.6,28900000,1
167296,"MacKinnon, Gillies",18.6,4691560,3
167340,"Maclean, Alison",6.8,1282084,1
167452,"MacNaughton, Ian (I)",7.5,503841,1
167609,"Madden, John (I)",14.4,113759252,2
167634,"Maddin, Guy",6.9,0,1
168055,"Maggenti, Maria",5.9,1977544,1
168837,"Majidi, Majid",15.9,2735547,2
168981,"Makhmalbaf, Mohsen",6.8,273967,1
168983,"Makhmalbaf, Samira",7.1,116758,1
169006,"Makin, Kelly",17.1,41204279,3
169147,"Malaparte, Curzio",7.3,0,1
169349,"Malick, Terrence",23.4,85046749,3
169493,"Malle, Louis",28.8,14480591,4
169545,"Mallon, Jim",7.3,1004821,1
169615,"Malmuth, Bruce",6.3,2525360,1
169658,"Malone, Mark (I)",5.7,377108,1
169676,"Malone, William (I)",5.4,40846082,1
169820,"Mamet, David",14.0,13110786,2
169827,"Mamin, Yuri",6.9,255088,1
169847,"Mamoulian, Rouben",7.5,0,1
169943,"Manchevski, Milcho",7.8,763847,1
170040,"Mandel, Robert (I)",12.1,35302744,2
170094,"Mandoki, Luis",12.0,168901975,2
170235,"Mangold, James",21.0,113022422,3
170350,"Mankiewicz, Joseph L.",30.9,614677,4
170389,"Mann, Anthony (I)",35.7,0,5
170409,"Mann, Delbert (I)",7.7,0,1
170415,"Mann, Farhad",2.3,2200664,1
170452,"Mann, Michael (I)",23.9,310195768,3
170779,"Mantello, Joe",6.6,2874242,1
171117,"Marcarelli, Robert",3.3,12610552,1
171422,"Marcus, Mitch",4.7,0,1
171660,"Mariage, Benoît",6.7,5518,1
171761,"Marin, Edwin L.",14.0,0,2
172086,"Markle, Fletcher",7.1,0,1
172161,"Marks, Arthur",6.2,2054,1
172213,"Marks, Ross Kagan",5.4,0,1
172331,"Marois, Jean-Pierre",3.5,0,1
172392,"Marquand, Richard",14.8,515606177,2
172663,"Marsden, Joel B.",5.1,0,1
172775,"Marshall, Frank (I)",18.0,241889898,3
172779,"Marshall, Garry",43.5,753828516,8
172781,"Marshall, George (I)",12.5,0,2
172841,"Marshall, Penny (I)",38.2,372537373,6
173120,"Martin, Darnell",6.2,1777020,1
173285,"Martin, Lionel C.",4.7,13960203,1
173309,"Martin, Michael (V)",3.4,10305534,1
173364,"Martin, Richard (I)",4.1,10215386,1
173483,"Martineau, Jacques (I)",6.5,13936,1
173766,"Martino, Sergio",6.4,0,1
173879,"Marton, Andrew (I)",7.7,50000000,1
173999,"Martín, Eugenio (I)",6.4,0,1
174862,"Masson, Laetitia",6.8,0,1
174935,"Masterson, Peter (I)",7.4,7218340,1
175013,"Masuda, Toshio (I)",7.4,14500000,1
175281,"Mathias, Sean",7.1,372341,1
175733,"Matthau, Charles",6.5,493007,1
175792,"Matthews, Jon (IV)",6.6,1027119,1
175884,"Mattinson, Burny",7.1,38625550,1
175895,"Mattison, Sally",3.3,1242995,1
176471,"Maybury, John",6.5,343023,1
176503,"Mayer, Henry 'Hy'",0.0,0,1
176516,"Mayer, Max (I)",4.8,1432,1
176568,"Mayfield, Les",22.3,353615687,4
176634,"Mayo, Archie",6.9,0,1
176692,"Mayron, Melanie",5.2,9574155,1
176771,"Mazin, Craig",5.6,12996,1
176822,"Mazursky, Paul",5.6,2104000,1
177028,"McAnuff, Des",10.1,27161673,2
177106,"McBride, Jim (I)",5.5,19910002,1
177253,"McCanlies, Tim",6.5,565592,1
177288,"McCarey, Leo",29.5,0,4
177420,"McCartney, Paul",7.5,0,1
177716,"McCormick, Bret (I)",4.1,0,1
177892,"McCulloch, Bruce",9.5,30871074,2
177966,"McCutcheon, Wallace",0.0,0,1
178066,"McDonald, Bruce (I)",7.1,17012,1
178312,"McEveety, Bernard (II)",12.4,0,2
178314,"McEveety, Vincent",26.5,46000000,5
178409,"McGann, William C.",6.2,0,1
178478,"McGehee, Scott",6.5,102780,1
178655,"McGrath, Douglas",6.7,37801883,1
178746,"McGuigan, Paul (I)",6.1,142783,1
178842,"McHenry, Doug",10.8,40132756,2
179004,"McKay, Jim (I)",5.7,403311,1
179325,"McLachlan, Dee",4.4,479099,1
179335,"McLaglen, Andrew V.",12.8,0,2
179400,"McLaughlin, Sheila (I)",6.4,0,1
179534,"McLeod, Norman Z.",6.2,0,1
179557,"McLoughlin, Tom (I)",10.7,20953321,2
179747,"McNally, David (II)",5.4,113916474,1
179783,"McNamara, Sean (I)",2.4,308082,1
179786,"McNamara, Tom (I)",7.2,966878,1
179799,"McNaughton, John",27.0,30392147,4
179970,"McQuarrie, Christopher",6.6,13069740,1
180080,"McTiernan, John (I)",56.2,1164847302,8
180191,"Meador, Joshua",6.6,0,1
180207,"Meadows, Shane",6.9,271898,1
180285,"Meckler, Nancy",6.4,202167,1
180294,"Medak, Peter",18.0,30041145,3
180335,"Medem, Julio",7.6,504223,1
180602,"Megahey, Leslie",6.6,667078,1
180603,"Megahy, Francis",5.4,159969,1
180716,"Mehrez, Alan",4.4,684351,1
180888,"Meins, Gus",7.2,0,1
181129,"Melford, George",0.0,0,1
181195,"Melkonian, James",3.8,7557877,1
181459,"Menaul, Christopher",6.2,293274,1
181494,"Mendelsohn, Eric",6.9,467313,1
181508,"Mendeluk, George",8.7,2147228,2
181544,"Mendes, Sam (I)",8.5,356296601,1
181760,"Menges, Chris (I)",13.3,86115,2
181795,"Menkes, David",5.6,1066832,1
181796,"Menkes, Nina",3.6,0,1
181923,"Menzies, William Cameron",6.9,0,1
182046,"Merchant, Ismail",10.7,413000,2
182137,"Merendino, James",7.2,299200,1
182242,"Merlet, Agnès",6.7,377512,1
182558,"Messina, Philip Frank",5.9,0,1
182643,"Metcalfe, Tim (I)",6.2,65682,1
182696,"Metter, Alan",6.3,91258000,1
182752,"Metzger, Radley",4.8,0,1
182822,"Meyer Burnett, Robert",6.9,30193,1
182921,"Meyer, Nicholas",19.9,210875740,3
182942,"Meyer, Russ (I)",6.6,0,1
182999,"Meyers, Dave (I)",3.6,6026908,1
183021,"Meyers, Nancy",6.1,70804095,1
183066,"Meza, Eric",8.9,19281235,2
183239,"Michaels, Bret",3.8,0,1
183406,"Michelberger, Erwin",8.0,0,1
183421,"Michell, Roger (I)",14.4,368468405,2
183422,"Michell, Scott",5.4,0,1
183443,"Michener, David",7.1,38625550,1
183693,"Mignatti, Victor",6.4,0,1
183752,"Mihaileanu, Radu",7.5,154790,1
183775,"Mihalka, George",5.2,0,1
183873,"Mikhalkov, Nikita",7.8,2616503,1
184135,"Milestone, Lewis",29.0,0,4
184198,"Milius, John",12.9,104717475,2
184259,"Millard, Kathryn",0.0,0,1
184297,"Miller, Alan (I)",6.8,0,1
184331,"Miller, Bennett (I)",7.7,238434,1
184413,"Miller, David (I)",14.3,0,2
184465,"Miller, George (I)",15.0,40286178,3
184466,"Miller, George (II)",26.6,229961051,4
184488,"Miller, Harvey (I)",4.3,197322,1
184582,"Miller, Kurt (I)",7.5,2035470,1
184635,"Miller, Michael (I)",4.2,10054150,1
184676,"Miller, Paul (I)",4.4,3506206,1
184696,"Miller, Randall",10.7,41034130,2
184699,"Miller, Rebecca (I)",6.2,0,1
184710,"Miller, Robert Ellis (I)",4.4,0,1
184726,"Miller, Sam (I)",5.7,64359,1
184787,"Miller, Troy (I)",4.9,68760009,1
184861,"Milling, Bill",3.9,0,1
185309,"Miner, Steve (I)",43.1,330024815,8
185342,"Minghella, Anthony",20.3,316393984,3
185384,"Minkoff, Rob",14.2,1085593971,2
185400,"Minnelli, Vincente",48.9,26066000,7
185704,"Mirkin, David",5.9,29205077,1
186165,"Mitchell, Mike (VI)",5.6,65535067,1
186318,"Mitrevski, Darko",6.8,0,1
186386,"Mitterrand, Frédéric",6.9,0,1
186516,"Miyazaki, Hayao",8.4,150298191,1
186754,"Mock, Freida Lee",14.2,62186,2
187269,"Moland, Hans Petter",7.2,2535000,1
187455,"Moll, James",7.6,419762,1
187534,"Moloney, Darren (I)",3.3,1152375,1
187790,"Monger, Christopher",6.4,10904930,1
187868,"Monleón, Rafael",6.5,0,1
187987,"Montagna, Antonio",0.0,0,1
188017,"Montaldo, Giuliano",7.5,877534,1
188812,"Moore, Michael (II)",20.4,1337087,3
188926,"Moore, Tom (II)",7.0,384043,1
188940,"Moore, Tyler Wolfgang",0.0,0,1
188968,"Moorhouse, Jocelyn",11.8,31502542,2
189043,"Mora, Philippe",15.5,1919653,3
189093,"Morahan, Andrew",4.0,36800000,1
189360,"Mordillat, Gérard",7.2,0,1
189625,"Moreton, David",6.3,870751,1
189636,"Moretti, Nanni",7.0,472598,1
189652,"Morey, Larry",7.8,41634000,1
189871,"Morgen, Brett (I)",7.0,47074,1
190139,"Morneau, Louis",12.5,10149779,3
190281,"Morris, Errol",22.7,2537949,3
190552,"Morrissey, Paul (I)",6.0,0,1
190629,"Morse, Terry O.",5.8,0,1
190755,"Morton, Rocky",3.8,20915465,1
191112,"Mostow, Jonathan",6.5,127666415,1
191216,"Mottola, Greg",6.7,2084559,1
191479,"Moxey, John Llewellyn",6.8,0,1
191537,"Moyle, Allan",13.4,11845599,2
191991,"Mulcahy, Russell",12.8,44940441,2
192150,"Mulligan, Robert (I)",14.4,18324337,2
192156,"Mullin, Eugene",5.6,0,1
192209,"Mulroney, Brian (II)",6.6,63071133,1
192338,"Mungia, Lance",6.5,124494,1
192621,"Murch, Walter",6.6,11137801,1
192712,"Murlowski, John (I)",2.2,220198,1
192717,"Murnau, F.W.",8.0,0,1
192819,"Murphy, Geoff",16.4,111296493,3
193135,"Murray, Paul (III)",5.6,0,1
193246,"Musallam, Izidore K.",6.3,0,1
193328,"Muska, Susan",7.1,40999,1
193333,"Musker, John",29.5,905247314,4
193463,"Mutrux, Floyd",5.7,10000000,1
193526,"Muñiz, Ángel",6.6,984681,1
193711,"Myerson, Alan",3.9,19449527,1
193787,"Myrick, Daniel",6.3,248639099,1
193937,"Méliès, Georges",5.8,0,1
194201,"Müller, Ray (III)",7.7,449707,1
194787,"Nair, Mira",11.5,6941921,2
195047,"Nakano, Desmond",5.1,3760515,1
195164,"Nalluri, Bharat",4.6,0,1
195521,"Narizzano, Silvio",4.4,0,1
195780,"Natali, Vincenzo",7.4,489220,1
195978,"Nava, Gregory",19.0,58915851,3
196351,"Neame, Ronald",18.7,8664850,3
196576,"Negroponte, Michel",6.9,0,1
196583,"Negulesco, Jean",7.0,0,1
196638,"Neill, Roy William",6.4,0,1
196811,"Nelson, Gary (I)",22.4,68060960,4
196836,"Nelson, Jessie (I)",6.1,20160000,1
197117,"Nesheim, Berit",6.9,0,1
197327,"Neumann, Kurt (I)",23.3,3000000,4
197502,"Newby, Chris",6.8,0,1
197534,"Newell, Mike (I)",33.6,390874391,5
197643,"Newman, Paul (I)",7.1,0,1
197852,"Ngangura, Mweze",5.3,0,1
198029,"Niami, Ramin",3.9,7016,1
198038,"Nibbelink, Phil",11.9,31481617,2
198058,"Niccol, Andrew",7.8,15939633,1
198076,"Nichetti, Maurizio",7.2,503177,1
198095,"Nicholas, Gregor",6.4,476070,1
198151,"Nichols, Charles A.",6.8,0,1
198184,"Nichols, Mike (I)",60.3,615885127,9
198231,"Nicholson, Jack (I)",6.0,10005969,1
198260,"Nicholson, William",7.0,784419,1
198298,"Nickles, Michael A.",6.5,0,1
198401,"Nicolella, John",4.6,6086891,1
198711,"Nieves Conde, José Antonio",0.0,2684,1
198738,"Nigh, William",4.4,0,1
199043,"Nimoy, Leonard",19.4,224764606,3
199280,"Nispel, Marcus",6.1,107071655,1
199751,"Nolan, Christopher (I)",7.6,48482,1
199896,"Noonan, Chris",6.9,240700000,1
199906,"Noonan, Tom (I)",13.6,327482,2
199951,"Norbu, Khyentse",6.6,1067773,1
200079,"Norman, Leslie (I)",6.1,0,1
200094,"Norman, Richard E.",0.0,0,1
200149,"Norrington, Stephen",7.0,112601065,1
200150,"Norris, Aaron (I)",4.2,6193901,1
200260,"Norton, Bill L.",4.8,14276095,1
200270,"Norton, Edward (I)",6.4,37036404,1
200697,"Noyce, Phillip",37.6,745613099,6
200721,"Noé, Gaspar",7.3,54735,1
200780,"Nugent, Elliott",6.3,0,1
200882,"Nunez, Victor",13.8,10056173,2
200926,"Nuridsany, Claude",7.8,1573842,1
200981,"Nutter, David (I)",5.3,17411331,1
201065,"Nyby, Christian",7.3,0,1
201084,"Nygard, Roger (I)",6.9,318246,1
201349,"O'Brien, John (I)",7.4,1845,1
201462,"O'Connell, Jack (I)",0.0,0,1
201477,"O'Connell, Raoul",6.9,624573,1
201537,"O'Connor, Gavin (I)",6.4,1281176,1
201570,"O'Connor, Pat (I)",23.4,31730890,4
201633,"O'Donnell, Damien (I)",6.7,4170647,1
201712,"O'Fallon, Peter",6.9,1692872,1
201757,"O'Hagan, John",6.8,0,1
201818,"O'Haver, Tommy",6.7,2020700,1
202210,"O'Sullivan, Thaddeus",6.7,0,1
202269,"Oakley, Vern",5.6,0,1
202403,"Oblowitz, Michael",5.0,19906,1
202441,"Obrow, Jeffrey",5.2,2407024,1
202706,"Oedekerk, Steve",6.0,209300000,1
202808,"Ofteringer, Susanne",7.1,209951,1
202897,"Ogilvie, George",6.1,36230219,1
202933,"Ogrodnik, Mo",3.1,0,1
203354,"Okawara, Takao",5.7,10037390,1
203367,"Okazaki, Steven",7.7,0,1
203526,"Olafsdóttir, Gréta",7.1,40999,1
203615,"Oldman, Gary",7.2,0,1
203976,"Olivier, Laurence",7.8,0,1
204638,"Ophüls, Max",7.6,0,1
205014,"Orme, Stuart (I)",5.8,8638072,1
205129,"Orr, James (I)",4.5,40070995,1
205235,"Ortega, Kenny",12.6,42334198,2
205585,"Oshii, Mamoru",7.8,583393,1
205819,"Oswald, Gerd",7.7,50000000,1
205903,"Othenin-Girard, Dominique",4.8,11642254,1
205993,"Ottman, John",3.8,38574362,1
206452,"Oz, Frank",45.6,348608587,7
206521,"Ozon, François",13.3,99946,2
206531,"Ozpetek, Ferzan",6.8,655078,1
206673,"Pacheco, Joe (I)",7.2,0,1
206720,"Pacino, Al",7.1,1361420,1
207256,"Pakula, Alan J.",27.0,339339518,4
207795,"Paltrow, Bruce",5.8,4734235,1
207801,"Palud, Hervé",5.3,1000000,1
207904,"Panahi, Jafar",7.5,474047,1
208816,"Parello, Chuck",4.9,0,1
208912,"Paris, Jerry (I)",10.1,98084134,2
208963,"Parisot, Dean",12.0,81867042,2
209002,"Park, Cheol-su",6.7,0,1
209133,"Park, Nick (I)",39.4,106793915,5
209221,"Parker, Alan (I)",62.4,243844430,9
209364,"Parker, Oliver (I)",13.5,20648142,2
209403,"Parker, Trey (I)",13.7,58590312,2
209484,"Parks, Gordon",12.4,22121618,2
209654,"Parriott, James D.",5.4,4134992,1
209884,"Parés, Pablo",7.1,0,1
210027,"Paskaljevic, Goran",14.3,108103,2
210049,"Pasolini, Pier Paolo",7.8,0,1
210068,"Pasquin, John",10.9,249725026,2
210101,"Passer, Ivan",12.4,0,2
210248,"Pate, Jonas",6.5,572433,1
210249,"Pate, Josh",6.5,572433,1
210661,"Patton, Parris (I)",6.4,0,1
210747,"Paul, Don (I)",6.6,50802661,1
210799,"Paul, Steven (I)",5.0,0,1
210916,"Paur, Frank",7.6,5588699,1
210963,"Pavia, Mark",5.8,91549,1
211002,"Pavlou, George",4.4,0,1
211101,"Paxton, Michael",6.7,209244,1
211138,"Payne, Alexander (I)",14.1,15032711,2
211204,"Payson, John",5.1,4611624,1
211359,"Pearce, Perce",7.8,41634000,1
211360,"Pearce, Richard (I)",25.7,35615517,4
211555,"Peckinpah, Sam",15.6,638641,2
211829,"Peirce, Kimberly",7.5,11533945,1
212008,"Pellington, Mark",7.1,41067311,1
212245,"Penn, Arthur (I)",15.6,101559552,2
212259,"Penn, Sean (I)",6.3,832910,1
212272,"Pennebaker, D.A.",7.4,901668,1
212429,"Peploe, Clare",5.2,171979,1
212720,"Peretz, Jesse (I)",5.3,40542,1
212990,"Perkins, Anthony (I)",4.9,12808730,1
213321,"Perry, Dein",6.0,21172,1
213327,"Perry, Frank (I)",6.3,25032261,1
213365,"Perry, Nickolas",6.7,186675,1
213689,"Peters, Charlie (I)",6.4,0,1
213822,"Petersen, Wolfgang (I)",34.7,1089972204,5
213895,"Peterson, Kristine",4.4,0,1
214080,"Petrie Jr., Daniel",4.3,28864707,1
214082,"Petrie, Daniel",18.5,28904602,3
214084,"Petrie, Donald",27.2,160997172,5
215030,"Phillips, Todd (I)",13.7,68906536,2
215124,"Pialat, Maurice",6.5,0,1
215255,"Pichel, Irving",6.3,5000000,1
215462,"Pieplow, John",4.7,631221,1
215854,"Pillsbury, Sam",4.2,3519178,1
216202,"Pintilie, Lucian",6.8,65352,1
216303,"Piper, Brett",5.9,0,1
216582,"Pitre, Glen",6.4,1142243,1
216632,"Pittman, Bruce",5.1,2683519,1
216721,"Piznarski, Mark",4.7,10494147,1
216920,"Platt, Lucas",5.0,0,1
217163,"Plympton, Bill",6.7,203134,1
217237,"Podeswa, Jeremy",6.6,497091,1
217282,"Poe, Amos",3.7,20693,1
217299,"Poelvoorde, Benoît",7.5,205569,1
217437,"Poiré, Jean-Marie",6.7,98800000,1
217454,"Poitier, Sidney",6.1,0,1
217521,"Polanski, Roman",44.9,125362231,6
217575,"Poliakoff, Stephen",6.3,0,1
217610,"Polish, Michael",7.0,985341,1
217664,"Pollack, Jeff (I)",11.1,36096585,2
217673,"Pollack, Sharon",5.5,0,1
217675,"Pollack, Sydney",54.3,752170107,8
217798,"Polonsky, Abraham",7.4,0,1
217930,"Pompucci, Leone",7.1,0,1
218040,"Pons, Ventura",6.8,0,1
218108,"Pooh, DJ",3.2,9821335,1
218214,"Pope, Angela",13.2,131694,2
218240,"Pope, Tim (I)",4.2,25383659,1
218353,"Popovski, Aleksandar",6.8,0,1
218506,"Porten, Franz",5.6,0,1
218587,"Porter, William (I)",6.5,7467504,1
218785,"Post, Ted",26.0,62169482,4
218934,"Potter, Sally (I)",13.4,6316174,2
218940,"Potterton, Gerald",6.5,0,1
219182,"Powell, Michael (I)",7.7,83957,1
219401,"Pradal, Manuel",5.8,111765,1
219587,"Prasad, Udayan",13.5,408339,2
219686,"Pray, Doug",7.6,268520,1
219707,"Prechezer, Carl",5.0,0,1
219792,"Preminger, Otto",23.6,0,3
219877,"Pressman, Michael",11.3,82794458,2
219904,"Preston, Gaylene",8.1,0,1
220029,"Price, David (I)",3.8,4983565,1
220179,"Priestley, Jason",6.8,27714,1
220286,"Prince, Harold",7.0,0,1
220313,"Prince-Bythewood, Gina",6.8,27441122,1
220520,"Proft, Pat",5.7,9604029,1
220729,"Proyas, Alex",15.3,121200316,2
220961,"Puenzo, Luis",7.6,29426,1
221228,"Puopolo, L.A.",3.9,0,1
221521,"Pyne, Daniel",6.0,5985,1
221538,"Pytka, Joe",5.9,230418342,1
221541,"Pyun, Albert",3.2,37536,1
221608,"Pérennou, Marie",7.8,1573842,1
222048,"Quay, Stephen",7.0,0,1
222049,"Quay, Timothy",7.0,0,1
222247,"Quine, Richard (I)",11.2,2399109,2
222324,"Quinn, Paul (I)",6.7,1078737,1
222400,"Quintano, Gene",5.9,27979400,1
222850,"Radford, Michael (I)",13.0,8434524,2
222944,"Radomski, Eric",7.6,5588699,1
223078,"Rafelson, Bob",26.4,31374379,4
223394,"Raimi, Sam",27.7,91616695,4
223438,"Rainer, Yvonne",6.8,0,1
223676,"Rajski, Peggy",6.7,186675,1
224053,"Ramis, Harold",40.0,312083389,6
224293,"Ramseier, Peter",0.0,0,1
224478,"Randall, Addison (II)",4.9,0,1
224526,"Randel, Tony",6.2,11867397,1
224699,"Ransen, Mort",7.0,524963,1
224919,"Rappaport, Mark (I)",7.3,0,1
224927,"Rappeneau, Jean-Paul",14.4,7697199,2
224929,"Rapper, Irving",6.9,0,1
224980,"Rash, Steve",32.5,81107405,6
225236,"Ratliff, George (I)",6.4,0,1
225247,"Ratner, Brett",12.6,285454262,2
225444,"Ravich, Rand",5.1,10654581,1
225613,"Ray, Nicholas (I)",14.4,0,2
225624,"Ray, Sandip",7.4,0,1
225626,"Ray, Satyajit",23.8,722579,3
225751,"Raynr, David",10.0,17751906,2
226096,"Red, Eric",10.3,10243675,2
226103,"Red-Horse, Valerie",5.8,10508,1
226219,"Redford, Robert (I)",28.8,266700599,4
226333,"Reed, Carol (I)",15.8,40596349,2
226410,"Reed, Peyton (I)",5.8,90449929,1
226589,"Reeves, Matt (I)",4.8,5612586,1
226673,"Reggio, Godfrey",8.1,1723872,1
226970,"Reid, Tim (I)",6.9,3375000,1
227124,"Reiner, Carl",31.1,58662828,5
227131,"Reiner, Rob",70.2,580412465,10
227135,"Reinert, Al",8.1,770132,1
227289,"Reiss, Jon (I)",6.6,81000,1
227332,"Reitherman, Wolfgang",43.9,288524994,6
227338,"Reitman, Ivan",48.4,776984444,8
227647,"Renoir, Jean",8.1,172885,1
227725,"René, Norman",4.7,103351,1
227815,"Resnais, Alain",7.2,57033,1
227817,"Resnick, Adam",4.6,3662459,1
228322,"Reynolds, Kevin (I)",25.5,660514342,4
228356,"Reynolds, Scott (I)",12.7,1983,2
228463,"Rhee, Phillip",4.3,0,1
228534,"Rhodes, Michael Ray (I)",6.1,711872,1
228607,"Riba, Dan",7.6,5588699,1
228909,"Rich, David Lowell",4.1,13015688,1
228916,"Rich, John (I)",5.6,3000000,1
228919,"Rich, Matty",5.8,8880705,1
228922,"Rich, Richard",23.0,66573876,4
229127,"Richardson, Bryant Paul",0.0,0,1
229234,"Richardson, Tony (I)",13.2,53359465,2
229392,"Richter, W.D.",6.2,6227998,1
229447,"Rickman, Alan",6.9,776332,1
229758,"Rifkin, Adam",6.6,4193025,1
230007,"Rilla, Wolf",7.3,0,1
230270,"Ripoll, Maria",6.3,258464,1
230413,"Ritchie, Aileen",6.1,221898,1
230420,"Ritchie, Guy",8.2,3650677,1
230426,"Ritchie, Michael (I)",40.2,183948727,7
230445,"Ritt, Martin (I)",20.7,6782213,3
230882,"Roach, Jay",27.1,668799640,4
230972,"Robbins, Brian (I)",17.3,67888048,3
230993,"Robbins, Jerome",7.6,43656822,1
231018,"Robbins, Tim (I)",21.1,46404440,3
231099,"Robert, Vincent (IV)",3.1,0,1
231132,"Roberts, Bill (I)",43.0,312226930,6
231151,"Roberts, Chris (II)",3.8,11576087,1
231217,"Roberts, John (I)",6.2,27008669,1
231403,"Robertson, John S. (I)",7.1,927953,1
231577,"Robinson, Bruce (I)",13.8,12935368,2
231648,"Robinson, James F.",6.5,212267,1
231731,"Robinson, Phil Alden",14.5,115864625,2
231880,"Robson, Mark (I)",5.7,79700000,1
231950,"Rocco, Marc",7.1,17382000,1
232141,"Rocksavage, David",6.2,0,1
232145,"Rockwell, Alexandre",11.5,4301331,2
232274,"Rodgers, Mic",3.8,19912120,1
232620,"Rodriguez, Robert (I)",34.0,131287164,5
232934,"Roeg, Nicolas",14.3,0,2
232989,"Roessler, Rick",5.0,0,1
233072,"Rogers, Charley",7.2,0,1
233294,"Rohmer, Eric",21.4,2812160,3
233447,"Rola, Carlo",5.9,0,1
233547,"Rollin, Jean",5.7,0,1
233572,"Rolnick, Eric",6.3,0,1
233838,"Romero, George A. (I)",32.6,65688737,5
234026,"Rondeau, Charles R.",4.5,0,1
234098,"Roodt, Darrell",16.8,13062618,3
234159,"Roos, Don",6.4,5879254,1
234458,"Rose, Bernard",19.9,36498549,3
234677,"Rosen, Martin (I)",7.6,661696,1
234743,"Rosenberg, Craig",6.0,111106,1
234788,"Rosenberg, Stuart (I)",31.9,14124343,5
234853,"Rosenfeld, Seth Zvi",6.1,0,1
234930,"Rosenthal, Rick (I)",6.4,25533818,1
234989,"Rosi, Francesco",7.2,0,1
235071,"Ross, Benjamin (I)",6.9,749812,1
235132,"Ross, Gary (I)",7.5,40568025,1
235144,"Ross, Herbert (I)",32.6,224377505,5
235289,"Rossen, Robert",15.7,0,2
235425,"Rosson, Arthur",7.7,0,1
235576,"Roth, Tim (I)",7.3,254441,1
235580,"Roth, William (I)",6.2,5651,1
236355,"Rozema, Patricia",13.6,5958893,2
236420,"Ruane, John",6.4,0,1
236460,"Ruben, Joseph",18.4,55096745,3
236508,"Rubin, Bruce Joel",6.6,27484464,1
236563,"Rubinek, Saul",6.5,0,1
236571,"Rubino, John (I)",6.9,0,1
236779,"Rudolph, Alan (I)",27.3,24065618,5
236959,"Ruggles, Wesley",6.0,0,1
237158,"Ruiz, Raoul",18.2,564016,3
237400,"Rush, Richard (I)",4.9,19726050,1
237428,"Rusnak, Josef",6.8,11802224,1
237473,"Russell, Chuck (I)",23.8,658020660,4
237483,"Russell, David O.",20.2,76902772,3
237510,"Russell, Jay (I)",6.8,34099640,1
237529,"Russell, Ken (I)",11.8,1089102,2
237833,"Ruzowitzky, Stefan",12.8,202177,2
237887,"Ryan, Bill (V)",6.4,4960,1
238068,"Rydell, Mark",13.6,130775414,2
238145,"Rymer, Michael",12.4,14003141,2
238240,"Réa, Robert",0.0,0,1
238574,"Sabella, Paul",5.0,8620500,1
239051,"Sagal, Boris",6.6,0,1
239104,"Saget, Bob",6.2,9975684,1
239635,"Saks, Gene",21.2,75499248,3
240123,"Salisbury, James (I)",4.5,0,1
240176,"Salles, Walter",7.9,5595428,1
240297,"Salomon, Mikael",12.1,35310246,2
240375,"Salva, Victor",6.3,30862146,1
240429,"Salvatores, Gabriele",7.1,4532791,1
240474,"Salwen, Hal",6.7,168614,1
240713,"Samples, Keith",4.7,3247524,1
241190,"Sanders, Terry (I)",7.1,0,1
241227,"Sandgren, Åke",6.4,309117,1
241341,"Sandrich, Mark",30.1,3202000,4
241412,"Sanford, Arlene",10.2,33611632,2
241735,"Santell, Alfred",6.7,0,1
242030,"Santostefano, Damon",5.8,10544143,1
242208,"Sarafian, Deran",5.3,16478900,1
242209,"Sarafian, Richard C.",3.6,0,1
242345,"Sargent, Joseph (I)",19.2,6821271,3
242929,"Satterfield, Paul (I)",15.2,293363371,2
243128,"Saura, Carlos",20.2,2754465,3
243149,"Sautet, Claude",7.2,858345,1
243329,"Saville, Philip",6.3,299463,1
243331,"Saville, Victor",6.5,0,1
243364,"Savoca, Nancy",5.6,109148,1
243574,"Sayles, John (I)",50.6,30511967,7
243607,"Saïa, Louis",6.7,4602341,1
243956,"Schaeffer, Eric",14.7,4645182,3
244016,"Schaffner, Franklin J.",31.0,166567000,4
244130,"Schatzberg, Jerry",5.3,4994094,1
244218,"Scheffmann, Dorthe",7.0,0,1
244267,"Scheinman, Andrew",5.8,12211068,1
244351,"Schenkel, Carl (I)",3.8,2147114,1
244358,"Schenkman, Richard",11.9,15970,2
244369,"Schepisi, Fred",25.1,48134010,4
244424,"Schertzinger, Victor",6.1,0,1
244599,"Schiller, Greta",7.7,44774,1
244757,"Schlaich, Frieder",7.1,0,1
244760,"Schlamme, Thomas (I)",12.3,21770184,2
244827,"Schlesinger, John (I)",50.9,186463264,8
244913,"Schlöndorff, Volker",20.2,6484313,3
244964,"Schmid, Daniel (I)",6.3,0,1
245153,"Schmidt, Rob (I)",5.5,26394,1
245301,"Schnabel, Julian",6.7,2961991,1
245549,"Schoedsack, Ernest B.",14.9,1700000,2
245774,"Schrader, Paul (I)",37.1,45894808,6
245889,"Schroeder, Barbet",24.0,94057961,4
