movieid,name
2064709,"Lider Films [ar] - (1998) (Argentina) (theatrical)"
2064709,"Mars Distribution [fr] - (1998) (France) (theatrical)"
2064709,"Paris Vídeo [br] - (199?) (Brazil) (VHS)"
2064709,"Schwarz/Weiss Filmverleih [de] - (2000) (Germany) (theatrical)"
2064709,"Sony Pictures Classics [us] - (1998) (USA) (theatrical) (subtitled)"
2064709,"Sony Pictures Home Entertainment [us] - (1999) (USA) (VHS)"
2064709,"Sony Pictures Home Entertainment [us] - (2003) (USA) (DVD)"
2064709,"Umbrella Entertainment [au] - (2008) (Australia) (TV)"
2064709,"Umbrella Entertainment [au] - (2008) (Australia) (video) (VOD)"
2064709,"Umbrella Entertainment [au] - (2009) (Australia) (DVD)"
2065922,"Cineplex Odeon Films [ca] - (1993) (Canada) (theatrical)"
2065922,"Cineplex-Odeon Home Video [ca] - (1996) (Canada) (VHS)"
2065922,"Leisure Time Features [us] - (1996) (USA) (subtitled)"
2065922,"MCA [us] - (1996) (Canada) (VHS)"
2065922,"Silence On Parle [fr] - (1994) (France) (theatrical)"
2065922,"TiMe Filmverleih [de] - (Germany)"
2065922,"VCL Communications [de] - (Germany) (video)"
2066931,"Asociace Ceských Filmových Klubu (ACFK) [cz] - (Czech Republic)"
2066931,"Gativideo [ar] - (1998) (Argentina) (VHS)"
2066931,"Golem Distribución [es] - (Spain)"
2066931,"Les Films du Paradoxe [fr]"
2066931,"Lider Films [ar] - (1998) (Argentina) (theatrical)"
2066931,"Look Now! [ch] - (1997) (Switzerland) (theatrical)"
2066931,"Orion Classics [us] - (1997) (USA) (subtitled)"
2066931,"Pegasos Film [de] - (Germany)"
2066931,"Sandrew Film & Teater [se] - (1997) (Sweden) (theatrical)"
2066931,"Svenska Filminstitutet (SFI) [se] - (1998) (Sweden) (VHS)"
2067104,"American Broadcasting Company (ABC) [us] - (2000) (USA) (TV) (broadcast premiere)"
2067104,"Buena Vista Pictures [us] - (1996) (USA) (theatrical)"
2067104,"Mainostelevisio (MTV3) [fi] - (2002) (2007) (Finland) (TV)"
2067104,"Mill Creek Entertainment [us] - (2012) (USA) (DVD)"
2067104,"Nordisk Film Home Entertainment [fi] - (1997) (Finland) (VHS)"
2067104,"Paris Vídeo [br] - (Brazil) (VHS)"
2067104,"Spentzos Film Home Video [gr] - (1997) (Greece) (VHS)"
2067104,"Umbrella Entertainment [au] - (2011) (Australia) (DVD)"
2067104,"Walt Disney Home Video [us] - (2002) (USA) (DVD)"
2067595,"A-Pix Entertainment [us]"
2067595,"Alpha Media [us] - (2007) (China) (video) (VOD/IPTV)"
2067595,"Ardustry Home Entertainment [us]"
2067595,"Argentina Video Home [ar] - (Argentina) (video)"
2067595,"DVD International - (1999) (USA) (DVD)"
2067595,"First Independent Films [gb] - (UK)"
2067595,"First Look International [us] - (1998) (USA)"
2067595,"Lions Gate Films [us]"
2067595,"New World Films Internacional S.A. [es] - (Spain)"
2067595,"Primer Plano Film Group [ar] - (Argentina)"
2067764,"Buena Vista International Spain [es] - (Spain)"
2067764,"Buena Vista International [ar] - (Argentina)"
2067764,"Buena Vista Pictures [us] - (2000) (USA) (theatrical)"
2067764,"Cinefil Imagica [jp] - (2007) (Japan) (TV)"
2067764,"Columbia Broadcasting System (CBS) [us] - (2004) (USA) (TV) (broadcast premiere)"
2067764,"Constantin Film [de] - (Germany)"
2067764,"FS Film Oy [fi] - (2000) (Finland) (theatrical)"
2067764,"FS Film Oy [fi] - (2001) (Finland) (DVD)"
2067764,"FS Film Oy [fi] - (2001) (Finland) (VHS)"
2067764,"Gaumont Buena Vista International (GBVI) [fr] - (France)"
2067764,"Nelonen [fi] - (2003) (Finland) (TV)"
2067764,"Odeon [gr] - (2000) (Greece) (all media)"
2067764,"Pony Canyon [jp] - (2001) (Japan) (DVD)"
2067764,"Svensk Filmindustri (SF) [se] - (2000) (Sweden) (theatrical)"
2067764,"Toho-Towa [jp]"
2067764,"Walt Disney Company, The [us]"
2068023,"Argentina Video Home [ar] - (Argentina) (video)"
2068023,"Buena Vista International [de] - (1994) (Germany) (theatrical)"
2068023,"Cinépix Film Properties (CFP) [ca] - (1995) (USA) (subtitled)"
2068023,"EuroVideo [de] - (2001) (Germany) (DVD)"
2068023,"EuroVideo [de] - (2001) (Germany) (VHS)"
2068023,"Hispano Foxfilms S.A.E. [es] - (Spain)"
2068023,"Primer Plano Film Group [ar] - (Argentina)"
2068316,"Argentina Video Home [ar] - (19??) (Argentina) (VHS)"
2068316,"Argentina Video Home [ar] - (2002) (Argentina) (DVD)"
2068316,"Argentina Video Home [ar] - (2002) (Argentina) (VHS) (re-release)"
2068316,"Audio Visual Enterprises [gr] - (1985) (Greece) (VHS)"
2068316,"Cinéma International Corporation (CIC) [se] - (1970) (Sweden) (theatrical)"
2068316,"Columbia Broadcasting System (CBS) [us] - (1973) (USA) (TV)"
2068316,"DVD Magic [ru] - (Russia) (DVD)"
2068316,"Esselte Video [fi] - (1980s) (Finland) (video)"
2068316,"Filmipaja [fi] - (1970) (Finland) (theatrical)"
2068316,"Mainostelevisio (MTV3) [fi] - (1998) (Finland) (TV)"
2068316,"Metro-Goldwyn-Mayer (MGM) [de] - (1970) (West Germany) (theatrical)"
2068316,"Metro-Goldwyn-Mayer (MGM) [jp] - (1970) (Japan) (theatrical)"
2068316,"Metro-Goldwyn-Mayer (MGM) [se] - (1970) (Sweden) (theatrical)"
2068316,"Metro-Goldwyn-Mayer (MGM) [us] - (1970) (USA) (theatrical)"
2068316,"MGM/UA Home Entertainment [us] - (USA) (laserdisc)"
2068316,"MGM/UA Home Video [us] - (1987) (USA) (VHS) (pan and scan)"
2068316,"Nelonen [fi] - (2000) (Finland) (TV)"
2068316,"Sandrews [se] - (2002) (Sweden) (DVD)"
2068316,"Tuck [xyu] - (2004) (Yugoslavia) (DVD)"
2068316,"United International Pictures (UIP) [se] - (1970) (Sweden) (theatrical)"
2068316,"Warner Bros. Entertainment Finland Oy [fi] - (2008) (Finland) (DVD) (without Finnish subtitles)"
2068316,"Warner Bros. [ar] - (2002) (Argentina) (all media) (re-release)"
2068316,"Warner Home Vídeo [br] - (Brazil) (DVD)"
2068316,"Warner Home Vídeo [br] - (Brazil) (VHS)"
2068316,"Warner Home Video [de] - (2002) (Germany) (DVD)"
2068316,"Warner Home Video [de] - (2010) (Germany) (DVD) (blu-ray)"
2068316,"Warner Home Video [jp] - (????) (Japan) (DVD)"
2068316,"Warner Home Video [us] - (USA) (DVD)"
2068316,"Yleisradio (YLE) [fi] - (2009) (Finland) (TV)"
2069192,"Fazer Musiikki Oy/Fazer Video [fi] - (1990) (Finland) (VHS)"
2069192,"Key Video [us] - (????) (USA) (VHS)"
2069192,"Mainostelevisio (MTV3) [fi] - (1983) (2004) (Finland) (TV)"
2069192,"MGM/UA Home Entertainment [us] - (1997) (USA) (DVD)"
2069192,"MGM/UA Home Entertainment [us] - (1997) (USA) (VHS)"
2069192,"MGM/UA Home Entertainment [us] - (1998) (USA) (DVD)"
2069192,"MGM/UA Home Entertainment [us] - (1998) (USA) (VHS)"
2069192,"Sandrew Metronome Distribution [fi] - (2000) (Finland) (DVD)"
2069192,"StraDa Films [gr] - (2012) (Greece) (theatrical) (re-release)"
2069192,"Warner Bros. Films [fi] - (1949) (Finland) (theatrical)"
2069192,"Warner Bros. [de] - (1950) (West Germany) (theatrical)"
2069192,"Warner Bros. [us] - (1948) (USA) (theatrical)"
2069192,"Warner Home Video [ca] - (2000) (Canada) (DVD)"
2069192,"Warner Home Video [us] - (2000) (USA) (DVD)"
2069192,"Warner Home Video [us] - (2000) (USA) (VHS)"
2069192,"Warner Home Video [us] - (2005) (USA) (DVD)"
2069192,"Warner Home Video [us] - (2006) (USA) (DVD)"
2069192,"Yleisradio (YLE) [fi] - (1967) (1973) (1993) (2006) (2008) (Finland) (TV)"
2069265,"Gramercy Pictures (I) [us]"
2069265,"Home Video Hellas (HVH) [gr] - (1997) (Greece) (VHS)"
2069265,"Lions Gate Films Home Entertainment [us] - (2002) (USA) (DVD)"
2069265,"Polygram Filmed Entertainment [us] - (video)"
2069265,"PVB Editions [fr] - (2003) (France) (DVD)"
2069717,"Artistic License [us] - (1995) (USA) (subtitled)"
2069717,"Cinéma Public Films [fr] - (1995) (France) (theatrical)"
2070201,"Alta Films [es] - (Spain)"
2070201,"CBS/Fox [us] - (2000) (USA) (DVD)"
2070201,"Daiei Motion Picture Company [jp]"
2070201,"Imperial Entertainment [us]"
2070201,"October Films [us]"
2070230,"Argentina Video Home [ar] - (1996) (Argentina) (VHS)"
2070230,"BNN TV [nl] - (2004) (Netherlands) (TV)"
2070230,"Criterion Collection, The [us] - (2006) (USA) (DVD)"
2070230,"Highlight Video [de] - (199?) (Germany) (VHS)"
2070230,"Prooptiki Video [gr] - (1996) (Greece) (VHS)"
2070230,"Rainbow Home Video [au] - (2006) (Australia) (DVD)"
2070230,"RCV Film Distribution [nl] - (1997) (Netherlands) (theatrical)"
2070230,"RCV Film Distribution [nl] - (Belgium)"
2070230,"RCV Film Distribution [nl] - (Luxembourg)"
2070230,"RCV Home Entertainment [nl] - (1998) (Netherlands) (VHS)"
2070230,"Trimark Pictures [us] - (1995) (USA) (theatrical)"
2070230,"Vidmark Entertainment [us] - (1997) (USA) (VHS)"
2070468,"Abril Vídeo [br] - (19??) (Brazil) (VHS)"
2070468,"Audio Visual Enterprises [gr] - (1987) (Greece) (VHS)"
2070468,"Buena Vista Film Distribution Company [us] - (1960) (USA) (theatrical)"
2070468,"Buena Vista Home Video [us] - (USA) (video)"
2070468,"National Broadcasting Company (NBC) [us] - (1963) (USA) (TV)"
2070468,"RKO [jp] - (1961) (Japan) (theatrical)"
2070468,"Walt Disney Company [gb] - (1960) (UK) (theatrical)"
2070468,"Walt Disney Home Video [gb] - (1988) (UK) (VHS)"
2070468,"Walt Disney Home Video [us] - (USA) (video)"
2070548,"Alliance Atlantis Home Video [ca] - (199?) (Canada) (VHS)"
2070548,"Arcade Movie Company [nl] - (1998) (Netherlands) (VHS)"
2070548,"Bac Films [fr] - (1995) (France) (theatrical)"
2070548,"BMG Video [de] - (2001) (Germany) (DVD)"
2070548,"Columbia TriStar Films AB [se] - (1996) (Sweden) (theatrical)"
2070548,"Concorde Film [nl] - (1996) (Netherlands) (theatrical)"
2070548,"Egmont Film [se] - (1996) (Sweden) (theatrical)"
2070548,"Egmont Film [se] - (1997) (Sweden) (VHS)"
2070548,"Filmes Castello Lopes [pt] - (1996) (Portugal) (theatrical)"
2070548,"Focus Film AG [ch] - (1995) (Switzerland) (theatrical)"
2070548,"Laurenfilm [es] - (1995) (Spain) (theatrical)"
2070548,"Lions Gate Films Home Entertainment [us] - (2003) (USA) (DVD)"
2070548,"Miramax International [us] - (1995) (worldwide) (theatrical)"
2070548,"Momentum Pictures [gb] - (1995) (UK) (theatrical)"
2070548,"New Films International [us] - (1995) (Non-USA) (all media)"
2070548,"PlayArte Home Vídeo [br] - (Brazil) (VHS)"
2070548,"Premiere Digital [ru] - (Russia) (DVD)"
2070548,"RCV Home Entertainment [nl] - (2006) (Netherlands) (DVD)"
2070548,"Senator Film [de] - (1995) (Germany) (theatrical)"
2070548,"Shining Excalibur Films [us] - (1995) (USA) (theatrical)"
2070548,"Spentzos Film Home Video [gr] - (1996) (Greece) (VHS)"
2070548,"Spentzos Films [gr] - (1996) (Greece) (theatrical)"
2070548,"Toshiba Digital Frontiers (TDF) [jp] - (1999) (Japan) (DVD)"
2070548,"Trimark Video [us] - (1999) (USA) (DVD)"
2070548,"Universum Film (UFA) [de] - (2001) (Germany) (DVD)"
2070548,"Vidmark Entertainment [us] - (USA) (VHS)"
2070614,"CIC Vídeo [br] - (199?) (Brazil) (VHS)"
2070614,"Paramount Home Entertainment [nl] - (199?) (Netherlands) (VHS)"
2070614,"Paramount Home Video [us] - (1997) (USA) (VHS)"
2070614,"Paramount Home Video [us] - (1997) (USA) (video) (laserdisc)"
2070614,"Paramount Home Video [us] - (2002) (USA) (DVD)"
2070614,"Paramount Pictures [us] - (1996) (USA) (theatrical)"
2070622,"Geller/Goldfine Productions [us]"
2070627,"Hallmark Home Entertainment [us] - (2000) (USA) (VHS)"
2070627,"Hellas Cosmos Video [gr] - (1996) (Greece) (VHS)"
2070627,"Malofilm International - (1995) (worldwide) (all media)"
2070627,"RCV Home Entertainment [nl] - (1999) (Netherlands) (VHS) (retail)"
2070627,"Still Entertainment [nl] - (199?) (Netherlands) (VHS) (rental)"
2070880,"Alliance Atlantis Home Video [ca] - (2007) (Canada) (DVD)"
2070880,"Belga Films [be] - (1994) (Belgium) (theatrical)"
2070880,"Castle Filmes [br] - (Brazil) (VHS)"
2070880,"Cineplex Odeon Films [ca] - (1994) (Canada) (theatrical)"
2070880,"Cineplex-Odeon Home Video [ca] - (1995) (Canada) (VHS)"
2070880,"Editora Europa [br] - (2004) (Brazil) (DVD)"
2070880,"Filmauro [it] - (1995) (Italy) (theatrical)"
2070880,"Image Entertainment [us] - (1997) (USA) (DVD)"
2070880,"MCA [ca] - (1995) (Canada) (VHS)"
2070880,"Momentum Pictures [gb] - (1994) (UK) (theatrical)"
2070880,"October Films [us] - (1994) (USA) (theatrical) (subtitled)"
2070880,"Sandrew Metronome Distribution [fi] - (2008) (Finland) (DVD)"
2070880,"Spentzos Film Home Video [gr] - (1994) (Greece) (VHS)"
2070880,"Spentzos Films [gr] - (1994) (Greece) (theatrical)"
2070880,"TF1 Vidéo [fr] - (2000) (France) (DVD)"
2070880,"Transeuropa Video Entertainment (TVE) [ar] - (Argentina) (video)"
2070880,"UGC PH [fr] - (1994) (France) (theatrical)"
2070880,"Union Générale Cinématographique (UGC) [fr] - (1993) (France) (theatrical)"
2070880,"Universum Film (UFA) [de] - (2001) (Germany) (DVD)"
2070880,"Vidmark Entertainment [us] - (1995) (USA) (video)"
2070880,"Warner Bros. Entertainment Finland Oy [fi] - (1994) (Finland) (theatrical)"
2070880,"Warner Sogefilms S.A. [es] - (1993) (Spain) (theatrical)"
2070880,"Yleisradio (YLE) [fi] - (1998) (Finland) (TV)"
2070880,"Zima Entertainment [mx] - (2005) (Mexico) (DVD)"
2071313,"Republic Pictures Home Video [us] - (1995) (USA) (VHS)"
2071313,"Warner Home Video [de] - (1995) (Germany) (VHS)"
2071313,"World Movies [br] - (Brazil) (VHS)"
2071566,"Action Gitanes [fr] - (1995) (France) (theatrical) (re-release)"
2071566,"Ciné Libre [be] - (2001) (Belgium) (theatrical) (re-release)"
2071566,"Cinemagia [br] - (????) (Brazil) (DVD)"
2071566,"Dear Film [it] - (????) (Italy) (theatrical)"
2071566,"Future Film Distribution [fi] - (2011) (Finland) (DVD)"
2071566,"MGM Home Video [br] - (200?) (Brazil) (DVD)"
2071566,"MGM Home Video [de] - (200?) (Germany) (DVD)"
2071566,"MGM Home Video [fr] - (2012) (France) (DVD)"
2071566,"MGM/UA Home Entertainment [us] - (1991) (USA) (VHS)"
2071566,"MGM/UA Home Entertainment [us] - (1993) (USA) (video) (laserdisc)"
2071566,"MGM/UA Home Entertainment [us] - (1996) (USA) (VHS)"
2071566,"MGM/UA Home Entertainment [us] - (1999) (USA) (DVD)"
2071566,"TV3 [fi] - (1988) (Finland) (TV)"
2071566,"United Artists [be] - (1956) (Belgium) (theatrical) (as Les Artistes Associés S.A.B.)"
2071566,"United Artists [fr] - (1962) (France) (theatrical)"
2071566,"United Artists [fr] - (????) (Italy) (theatrical)"
2071566,"United Artists [us] - (1955) (USA) (theatrical)"
2071566,"Yleisradio (YLE) [fi] - (1976) (Finland) (TV) (TV2)"
2071578,"Arcade Movie Company [nl] - (199?) (Netherlands) (VHS) (retail)"
2071578,"Beam Entertainment [jp] - (1998) (Japan) (DVD)"
2071578,"Culture Publishers (CP) [jp] - (1998) (Japan) (DVD)"
2071578,"First Independent Films [gb] - (1997) (UK) (theatrical)"
2071578,"Legacy Releasing Corporation - (1996) (USA) (theatrical)"
2071578,"Malofilm Distribution [ca] - (1997) (Canada) (VHS)"
2071578,"Nea Kinisi Video - (1996) (Greece) (VHS)"
2071578,"Republic Pictures (II) [us] - (1997) (USA) (VHS)"
2071578,"Republic Pictures (II) [us] - (2006) (USA) (DVD)"
2071578,"Top Tape [br] - (Brazil) (VHS)"
2071578,"Ufilms [es] - (1996) (Spain) (theatrical)"
2071578,"VCL Communications [de] - (199?) (Germany) (VHS)"
2071800,"Atlantic Film [se] - (2002) (Sweden) (DVD)"
2071800,"Kanal 5 [se] - (1999) (Sweden) (TV)"
2071800,"Live Entertainment [us]"
2071800,"Manga Films [es] - (Spain)"
2071800,"Maple Pictures [ca] - (2007) (Canada) (DVD)"
2071800,"Metropolitan Filmexport [fr] - (1994) (France) (theatrical)"
2071800,"Metropolitan Filmexport [fr] - (2004) (France) (DVD)"
2071800,"October Films [us] - (1994) (USA) (theatrical)"
2071800,"RCV Home Entertainment [nl] - (2008) (Netherlands) (DVD) (limited edition steelbook)"
2071800,"Seven7 [fr] - (2010) (France) (DVD) (Blu-ray)"
2071800,"Versátil Home Vídeo [br] - (Brazil) (DVD)"
2071800,"Versátil Home Vídeo [br] - (Brazil) (VHS)"
2071800,"Videosonic Arts [gr] - (1997) (Greece) (VHS)"
2071915,"Metro-Goldwyn-Mayer (MGM) [us] - (1950) (USA) (theatrical)"
2071915,"Metro-Goldwyn-Mayer (MGM) [us] - (1962) (USA) (theatrical) (re-release)"
2071915,"Metro-Goldwyn-Mayer (MGM) [us] - (1971) (USA) (theatrical) (re-release)"
2071915,"MGM Home Entertainment [us] - (199?) (USA) (VHS)"
2071915,"Warner Home Video [us] - (2005) (USA) (DVD)"
2072443,"Alvorada Vídeo [br] - (Brazil) (VHS)"
2072443,"Bayerischer Rundfunk (BR) [de] - (1974) (West Germany) (TV)"
2072443,"CBS/Fox [us] - (USA) (laserdisc)"
2072443,"Key Video [us] - (1987) (USA) (VHS) (pan and scan for CBS/Fox Video)"
2072443,"Magnetic Video [us] - (????) (USA) (VHS)"
2072443,"Paramount Home Entertainment [de] - (2002) (Germany) (DVD)"
2072443,"Paramount Home Entertainment [us] - (2008) (USA) (DVD) (2 film set)"
2072443,"Paramount Home Video [ca] - (2010) (Canada) (DVD) (2 film set)"
2072443,"Paramount Home Video [us] - (USA) (laserdisc)"
2072443,"Paramount Pictures [us] - (1958) (USA) (theatrical)"
2072443,"Viacom [us]"
2072508,"Adams Filmi [fi] - (1934) (Finland) (theatrical)"
2072508,"American Broadcasting Company (ABC) [us] - (1957) (USA) (TV)"
2072508,"Atlantic Film [se] - (2005) (Sweden) (DVD)"
2072508,"C&C Television Corporation [us] - (1955) (USA) (TV)"
2072508,"Castle Video [fi] - (1989) (Finland) (VHS)"
2072508,"Compagnie Universelle Cinématographique (CUC) [fr] - (1933) (France) (theatrical)"
2072508,"Continental Home Vídeo [br] - (????) (Brazil) (DVD)"
2072508,"Continental Home Vídeo [br] - (????) (Brazil) (VHS)"
2072508,"Continental Video S.A. [es] - (????) (Spain) (DVD) (colorized)"
2072508,"Criterion Collection, The [us] - (????) (USA) (video) (laserdisc)"
2072508,"Future Film [fi] - (2001) (Finland) (DVD)"
2072508,"Image Entertainment [us] - (1991) (USA) (video) (laserdisc)"
2072508,"Image Entertainment [us] - (1992) (USA) (video) (laserdisc)"
2072508,"Janus Films [us]"
2072508,"Kove-Filmi [fi] - (1962) (Finland) (theatrical) (re-release)"
2072508,"Nostalgia Merchant, The [us] - (1987) (USA) (VHS)"
2072508,"Pan Vision Oy [fi] - (????) (Finland) (DVD)"
2072508,"RKO Radio Pictures [us] - (1933) (USA) (theatrical) (as A Radio Picture)"
2072508,"RKO Radio Pictures [us] - (1938) (USA) (theatrical) (re-release)"
2072508,"RKO Radio Pictures [us] - (1952) (USA) (theatrical) (re-release)"
2072508,"RKO [jp] - (1933) (Japan) (theatrical)"
2072508,"Sanford Productions (II) [us]"
2072508,"Turner Classic Movies (TCM) [us] - ((????)) (USA) (TV)"
2072508,"Turner Home Entertainment [us] - (1998) (USA) (VHS)"
2072508,"Turner Home Entertainment [us] - (1999) (USA) (VHS)"
2072508,"Turner Home Entertainment [us] - (2005) (USA) (DVD)"
2072508,"Turner Home Entertainment [us] - (2006) (USA) (DVD)"
2072508,"Turner Home Video [us] - (????) (USA) (VHS)"
2072508,"VidAmerica [us] - (1980s) (USA) (VHS)"
2072508,"Warner Home Video [us] - (2005) (USA) (DVD)"
2072508,"Warner Home Video [us] - (2006) (USA) (DVD)"
2072510,"Adams Filmi [fi] - (1977) (Finland) (theatrical)"
2072510,"Arcade Movie Company [nl] - (19??) (Netherlands) (VHS)"
2072510,"EMI Films [gb] - (1976) (UK) (theatrical)"
2072510,"Gativideo [ar] - (2006) (Argentina) (DVD)"
2072510,"Gativideo [ar] - (2006) (Argentina) (VHS) (re-release)"
2072510,"Leader Music [ar] - (2010) (Argentina) (DVD) (as Leader Vision)"
2072510,"Momentum Pictures Home Entertainment [gb] - (2002) (UK) (DVD)"
2072510,"MTC Video [gr] - (1983) (Greece) (VHS)"
2072510,"National Broadcasting Company (NBC) [us] - (1978) (USA) (TV) (broadcast premiere)"
2072510,"Paramount Home Video [us] - (1996) (USA) (DVD)"
2072510,"Paramount Home Video [us] - (1997) (USA) (VHS)"
2072510,"Paramount Home Video [us] - (1999) (USA) (DVD)"
2072510,"Paramount Home Video [us] - (19??) (USA) (video) (laserdisc)"
2072510,"Paramount Home Video [us] - (2005) (USA) (DVD)"
2072510,"Paramount Pictures [us] - (1976) (USA) (theatrical)"
2072510,"Prodis [fr] - (1976) (France) (theatrical)"
2072510,"RCV Home Entertainment [nl] - (2003) (Netherlands) (DVD)"
2072510,"Roadshow Entertainment [au] - (1976) (Australia) (theatrical)"
2072510,"TF1 Vidéo [fr] - (2000) (France) (DVD)"
2072510,"Tobis [de] - (1976) (West Germany) (theatrical)"
2072510,"Universal Pictures Benelux [nl] - (2007) (Netherlands) (DVD) (HD-DVD)"
2072510,"Universal Pictures Finland Oy [fi] - (2005) (Finland) (DVD)"
2072510,"Universal Pictures Finland Oy [fi] - (2007) (Finland) (DVD) (HD DVD)"
2072510,"Video Classics - (19??) (USA) (VHS)"
2072519,"20th Century Fox Home Entertainment [us] - (2004) (USA) (DVD)"
2072519,"Anchor Bay Entertainment [us] - (1997) (USA) (VHS)"
2072519,"Arcade Movie Company [nl] - (1999) (Netherlands) (VHS)"
2072519,"Astro Distribution [de] - (2003) (Germany) (DVD)"
2072519,"CBS/Fox Home Video [au] - (19??) (Australia) (VHS)"
2072519,"Concorde Film [nl] - (1987) (Netherlands) (theatrical)"
2072519,"De Laurentiis Entertainment Group (DEG) [us] - (1986) (USA) (theatrical)"
2072519,"Esselte CIC Video [nl] - (19??) (Netherlands) (VHS)"
2072519,"Image Entertainment [us] - (19??) (USA) (video) (laserdisc)"
2072519,"Indies Home Entertainment [nl] - (2001) (Netherlands) (DVD) (rental)"
2072519,"Lorimar Home Video [us] - (1987) (USA) (VHS)"
2072519,"Mainostelevisio (MTV3) [fi] - (1993) (Finland) (TV)"
2072519,"Mundial Filmes [br] - (Brazil) (VHS)"
2072519,"Nea Kinisi Video - (1987) (Greece) (VHS)"
2072519,"Nordic Film Group [fi] - (1989) (Finland) (VHS)"
2072519,"Paramount Pictures Corporation (Canada) [ca] - (198?) (Canada) (theatrical)"
2072519,"Scanbox Entertainment [fi] - (1998) (Finland) (VHS)"
2072519,"Scanbox Entertainment [fi] - (2005) (Finland) (DVD)"
2072519,"Svensk Filmindustri (SF) [se] - (1987) (Sweden) (theatrical)"
2072519,"Trinity Home Entertainment [us] - (2006) (USA) (DVD)"
2072519,"Vestron Video [de] - (1989) (West Germany) (VHS)"
2072519,"Video Film Express [nl] - (2001) (Netherlands) (DVD) (retail)"
2072519,"Warner Home Video [us] - (1993) (USA) (VHS)"
2072728,"Alliance Home Video [ca] - (1990s) (Canada) (VHS)"
2072728,"Artisan Entertainment [us] - (DVD)"
2072728,"Carlton - (DVD)"
2072728,"Cinépix Film Properties (CFP) [ca] - (1990) (Canada) (theatrical)"
2072728,"Cinor [fr] - (1990) (France) (theatrical)"
2072728,"Emerald [ar] - (2008) (Argentina) (DVD) (re-release)"
2072728,"Image Entertainment [us] - (laserdisc)"
2072728,"Live Home Video [us] - (1991) (USA) (VHS) (pan and scan)"
2072728,"Live Video [us] - (laserdisc)"
2072728,"Look Filmes [br] - (Brazil) (video)"
2072728,"Maple Pictures [ca] - (2007) (Canada) (DVD)"
2072728,"Premiere Home Video [au] - (1991) (Australia) (VHS)"
2072728,"Seven Arts-Carolco Pictures-New Line Cinema [us] - (1990) (USA) (theatrical)"
2072728,"TV-Or [fr] - (1990) (France) (theatrical)"
2072728,"Umbrella Entertainment [au] - (2004) (Australia) (DVD) (2011)"
2072728,"Umbrella Entertainment [au] - (2009) (Australia) (video) (VOD)"
2072728,"Umbrella Entertainment [au] - (2012) (Australia) (TV)"
2072728,"Versus Entertainment [es] - (2005-2006) (Spain) (DVD)"
2072728,"VPS Film-Entertainment GmbH [de]"
2072804,"CIC Video [fi] - (1994) (Finland) (VHS)"
2072804,"Cineplex Odeon Films [ca] - (1993) (Canada) (theatrical)"
2072804,"Gramercy Pictures (I) [us] - (1993) (USA) (all media) (presents)"
2072804,"United International Pictures (UIP) [fr] - (1993) (France) (theatrical)"
2072804,"United International Pictures (UIP) [gb] - (Spain)"
2072804,"Universal Pictures [de]"
2072804,"Universal Pictures [it] - (2007) (Italy) (DVD)"
2073054,"American Broadcasting Company (ABC) [us] - (2001) (USA) (TV)"
2073054,"Audio Visual Enterprises [gr] - (1997) (Greece) (VHS)"
2073054,"Columbia TriStar [br] - (Brazil) (VHS)"
2073054,"Concorde-Castle Rock/Turner [de] - (1996) (Germany) (theatrical)"
2073054,"Cosmos Home Entertainment [nl] - (1997) (Netherlands) (VHS) (retail)"
2073054,"Entertainment Film Distributors [gb] - (1996) (UK) (theatrical)"
2073054,"José Esteban Alenda Distribución [es] - (1996) (Spain) (theatrical)"
2073054,"Metro-Goldwyn-Mayer (MGM) [us] - (1996) (worldwide) (all media) (sales)"
2073054,"MGM Home Entertainment [ca] - (1999) (Canada) (DVD) (R-rated version)"
2073054,"MGM Home Entertainment [us] - (1999) (USA) (DVD) (R-rated version)"
2073054,"MGM/UA Distribution Company [us] - (1996) (USA) (theatrical) (as MGM/UA Distribution Co.)"
2073054,"MGM/UA Home Entertainment [us] - (199?) (USA) (VHS)"
2073054,"RCV Film Distribution [nl] - (1996) (Netherlands) (theatrical)"
2073054,"Village Roadshow Greece S.A. [gr] - (1996) (Greece) (theatrical)"
2073156,"AGM Home Video [gr] - (1985) (Greece) (VHS)"
2073156,"Arbeitsgemeinschaft der öffentlich-rechtlichen Rundfunkanstalten der Bundesrepublik Deutschland (ARD) [de] - (2007) (Germany) (TV)"
2073156,"GoodTimes Home Video [us] - (2001) (USA) (DVD)"
2073156,"Intergroove Media [de] - (2013) (Germany) (DVD)"
2073156,"J. Arthur Rank Film Distributors [gb] - (1963) (UK) (theatrical)"
2073156,"Nihon Eiga Satellite Broadcasting [jp] - (2008) (Japan) (TV)"
2073156,"Universal Home Entertainment [us] - (2005) (USA) (DVD)"
2073156,"Universal Pictures [us] - (1963) (USA) (theatrical) (English dubbed)"
2073156,"Westcoast Motion Pictures [cl] - (????) (Chile) (VHS)"
2073938,"Flach Film [fr]"
2073938,"Kardana Films"
2073938,"Manga Films [es] - (Spain)"
2073938,"Paramount Pictures [us]"
2074015,"20th Century Fox Home Entertainment [br] - (Brazil) (DVD)"
2074015,"20th Century Fox Home Entertainment [us] - (1998) (USA) (VHS)"
2074015,"20th Century Fox Home Entertainment [us] - (2004) (USA) (DVD)"
2074015,"20th Century Fox Home Entertainment [us] - (2006) (USA) (DVD) (The Nicholas Cage Celebrity Pack)"
